브랜드,제품군,시리얼넘버,RAM,상품명,화면 크기,해상도,CPU 모델,밝기,주사율,CPU 브랜드,CPU 클럭,GPU 타입,GPU 카드,GPU 코어 수,저장 용량,배터리,무게,os,용도
LG전자,2023 울트라PC 엣지,16U70R-GA5HK,16GB,LG전자 2023 울트라PC 엣지 16U70R-GA5HK,16인치,1920x1200,7530U,300nit,정보없음,AMD,정보없음,내장그래픽,Radeon Graphics,1,256GB,72Wh,1.6kg,윈도우11홈,['사무/인강용']
LG전자,2023 울트라PC 엣지,16UD70R-GX56K,16GB,LG전자 2023 울트라PC 엣지 16UD70R-GX56K WIN11,16인치,1920x1200,7530U,300nit,정보없음,AMD,정보없음,내장그래픽,Radeon Graphics,1,256GB,72Wh,1.6kg,윈도우11(설치),['사무/인강용']
LG전자,2023 울트라PC 엣지,16UD70R-HX56K,16GB,LG전자 2023 울트라PC 엣지 16UD70R-HX56K WIN11,16인치,2560x1600,7530U,350nit,정보없음,AMD,정보없음,내장그래픽,Radeon Graphics,1,256GB,72Wh,1.47kg,윈도우11(설치),['사무/인강용']
LG전자,2023 울트라PC 엣지,16UD70R-HX56K,16GB,LG전자 2023 울트라PC 엣지 16UD70R-HX56K,16인치,2560x1600,7530U,350nit,정보없음,AMD,정보없음,내장그래픽,Radeon Graphics,1,256GB,72Wh,1.47kg,정보없음,['사무/인강용']
LG전자,2023 울트라PC 엣지,16UD70R-GX56K,16GB,LG전자 2023 울트라PC 엣지 16UD70R-GX56K,16인치,1920x1200,7530U,300nit,정보없음,AMD,정보없음,내장그래픽,Radeon Graphics,1,256GB,72Wh,1.6kg,정보없음,['사무/인강용']
LG전자,2024 그램14,14Z90S-GA5PK,16GB,9 LG전자 2024 그램14 14Z90S-GA5PK,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14Z90S-GA5HK,16GB,19 LG전자 2024 그램14 14Z90S-GA5HK,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14ZD90S-GX56K,16GB,LG전자 2024 그램14 14ZD90S-GX56K WIN11,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.12kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14ZD90S-GX56K,16GB,LG전자 2024 그램14 14ZD90S-GX56K,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.12kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14Z90S-GA56K,16GB,LG전자 2024 그램14 14Z90S-GA56K,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14Z90S-GR5CK,8GB,LG전자 2024 그램14 14Z90S-GR5CK,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14ZD90S-GX59K,32GB,LG전자 2024 그램14 14ZD90S-GX59K,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.12kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14ZD90S-GX59K,32GB,LG전자 2024 그램14 14ZD90S-GX59K WIN11,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.12kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14Z90S-GA50K,16GB,LG전자 2024 그램14 14Z90S-GA50K,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14Z90S-GAFWK,16GB,LG전자 2024 그램14 14Z90S-GAFWK,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14ZD90S-GX56K,16GB,LG전자 2024 그램14 14ZD90S-GX56K WIN10,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.12kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14Z90S-GP56ML,16GB,LG전자 2024 그램14 14Z90S-GP56ML,14인치,1920x1200,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.12kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램14,14ZD90S-GX59K,32GB,LG전자 2024 그램14 14ZD90S-GX59K WIN10,14인치,1920x1200,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.12kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90ST-GAOWK,16GB,LG전자 2024 그램15 15Z90ST-GAOWK,15.6인치,1920x1080,코어 울트라5,400nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,60Wh,990g,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP7UL,32GB,LG전자 2024 그램15 15Z90S-GP7UL,15.6인치,1920x1080,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,72Wh,1.3kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GA5PK,16GB,LG전자 2024 그램15 15Z90S-GA5PK,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.29kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX56K,16GB,LG전자 2024 그램15 15ZD90S-GX56K,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.3kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX56K,16GB,LG전자 2024 그램15 15ZD90S-GX56K WIN11,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.3kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP56ML,16GB,LG전자 2024 그램15 15Z90S-GP56ML,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.29kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GD79K,32GB,LG전자 2024 그램15 15Z90S-GD79K,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,72Wh,1.3kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GA5HK,16GB,LG전자 2024 그램15 15Z90S-GA5HK,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.29kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GA59K,32GB,LG전자 2024 그램15 15Z90S-GA59K,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.3kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX79K,32GB,LG전자 2024 그램15 15ZD90S-GX79K WIN11,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,72Wh,1.3kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX76K,16GB,LG전자 2024 그램15 15ZD90S-GX76K WIN11,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,72Wh,1.3kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX76K,16GB,LG전자 2024 그램15 15ZD90S-GX76K,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,72Wh,1.3kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX59K,32GB,LG전자 2024 그램15 15ZD90S-GX59K WIN11,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.3kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GA5NK,16GB,LG전자 2024 그램15 15Z90S-GA5NK,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.29kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90ST-GA5CK,16GB,LG전자 2024 그램15 15Z90ST-GA5CK,15.6인치,1920x1080,코어 울트라5,400nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,60Wh,990g,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GR5CK,8GB,LG전자 2024 그램15 15Z90S-GR5CK,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.3kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GA5JK,16GB,LG전자 2024 그램15 15Z90S-GA5JK,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.3kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX79K,32GB,LG전자 2024 그램15 15ZD90S-GX79K,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,72Wh,1.3kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GA7CK,16GB,LG전자 2024 그램15 15Z90S-GA7CK,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,72Wh,1.3kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX59K,32GB,LG전자 2024 그램15 15ZD90S-GX59K,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.3kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GA50K,16GB,LG전자 2024 그램15 15Z90S-GA50K,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.29kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GA56K,16GB,LG전자 2024 그램15 15Z90S-GA56K,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.29kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP7CL,32GB,LG전자 2024 그램15 15Z90S-GP7CL,15.6인치,1920x1080,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,72Wh,1.3kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZG90S-GA75KN,8GB,LG전자 2024 그램15 15ZG90S-GA75KN,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,72Wh,1.3kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GAFWK,16GB,LG전자 2024 그램15 15Z90S-GAFWK,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.29kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP7YL,32GB,LG전자 2024 그램15 15Z90S-GP7YL,15.6인치,1920x1080,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,1TB,72Wh,1.3kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX59K,32GB,LG전자 2024 그램15 15ZD90S-GX59K WIN10,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.3kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP59KL,32GB,LG전자 2024 그램15 15Z90S-GP59KL,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.3kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP7ML,16GB,LG전자 2024 그램15 15Z90S-GP7ML,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,72Wh,1.3kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX79K,32GB,LG전자 2024 그램15 15ZD90S-GX79K WIN10,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,72Wh,1.3kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15ZD90S-GX76K,16GB,LG전자 2024 그램15 15ZD90S-GX76K WIN10,15.6인치,1920x1080,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,72Wh,1.3kg,윈도우10(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP7KL,16GB,LG전자 2024 그램15 15Z90S-GP7KL,15.6인치,1920x1080,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,72Wh,1.29kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GA5CK,16GB,LG전자 2024 그램15 15Z90S-GA5CK,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.29kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP5UL,32GB,LG전자 2024 그램15 15Z90S-GP5UL,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.29kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP5AL,32GB,LG전자 2024 그램15 15Z90S-GP5AL,15.6인치,1920x1080,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,72Wh,1.29kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램15,15Z90S-GP7VL,정보없음,LG전자 2024 그램15 15Z90S-GP7VL,15.6인치,1920x1080,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,정보없음,정보없음,1.29kg,윈도우11프로,[]
LG전자,2024 그램16,16ZD90SU-GX56K,16GB,5 LG전자 2024 그램16 16ZD90SU-GX56K WIN11 16GB램,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.3GHz,내장그래픽,Intel Graphics,1,256GB,77Wh,1.12kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90SU-GX76K,정보없음,30 LG전자 2024 그램16 16ZD90SU-GX76K,16인치,2560x1600,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Intel Graphics,1,정보없음,정보없음,1.12kg,정보없음,[]
LG전자,2024 그램16,16ZD90SU-GX56K,정보없음,LG전자 2024 그램16 16ZD90SU-GX56K,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.3GHz,내장그래픽,Intel Graphics,1,정보없음,정보없음,1.12kg,정보없음,[]
LG전자,2024 그램16,16Z90S-GA5NK,16GB,LG전자 2024 그램16 16Z90S-GA5NK,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GA5HK,16GB,LG전자 2024 그램16 16Z90S-GA5HK,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GA5PK,16GB,LG전자 2024 그램16 16Z90S-GA5PK,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GP56ML,16GB,LG전자 2024 그램16 16Z90S-GP56ML,16인치,2560x1600,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90SU-GR56K,16GB,LG전자 2024 그램16 16Z90SU-GR56K 16GB램,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.3GHz,내장그래픽,Intel Graphics,1,256GB,77Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GA5CK,16GB,LG전자 2024 그램16 16Z90S-GA5CK,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90S-GX56K,16GB,LG전자 2024 그램16 16ZD90S-GX56K WIN11,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90SU-GX56K,8GB,LG전자 2024 그램16 16ZD90SU-GX56K WIN11,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.3GHz,내장그래픽,Intel Graphics,1,256GB,77Wh,1.12kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GA5BK,16GB,LG전자 2024 그램16 16Z90S-GA5BK,16인치,2560x1600,코어 울트라5,400nit,144Hz,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90SU-GR56K,정보없음,LG전자 2024 그램16 16Z90SU-GR56K,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.3GHz,내장그래픽,Intel Graphics,1,정보없음,정보없음,1.12kg,윈도우11홈,[]
LG전자,2024 그램16,16Z90S-GA5SK,16GB,LG전자 2024 그램16 16Z90S-GA5SK,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GAOWK,16GB,LG전자 2024 그램16 16Z90S-GAOWK,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90SU-GX76K,8GB,LG전자 2024 그램16 16ZD90SU-GX76K WIN11,16인치,2560x1600,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Intel Graphics,1,256GB,77Wh,1.12kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90SU-GXF6K,8GB,LG전자 2024 그램16 16ZD90SU-GXF6K,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.12kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GAFWK,16GB,LG전자 2024 그램16 16Z90S-GAFWK,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GALGL,16GB,LG전자 2024 그램16 16Z90S-GALGL,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,72Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90SU-GRF6K,8GB,LG전자 2024 그램16 16Z90SU-GRF6K,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.12kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90S-GX56K,16GB,LG전자 2024 그램16 16ZD90S-GX56K,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,77Wh,1.199kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GA50K,16GB,LG전자 2024 그램16 16Z90S-GA50K,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GA7CK,16GB,LG전자 2024 그램16 16Z90S-GA7CK,16인치,2560x1600,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,256GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GA70K,16GB,LG전자 2024 그램16 16Z90S-GA70K,16인치,2560x1600,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90SU-GXF6K,16GB,LG전자 2024 그램16 16ZD90SU-GXF6K 16GB램,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.12kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90SU-GXF6K,16GB,LG전자 2024 그램16 16ZD90SU-GXF6K WIN11 16GB램,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.12kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90S-GX79K,32GB,LG전자 2024 그램16 16ZD90S-GX79K WIN11,16인치,2560x1600,코어 울트라7,400nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90SU-GXF6K,8GB,LG전자 2024 그램16 16ZD90SU-GXF6K WIN11,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.12kg,윈도우11(설치),"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GP7UL,32GB,LG전자 2024 그램16 16Z90S-GP7UL,16인치,2560x1600,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GP7HL,32GB,LG전자 2024 그램16 16Z90S-GP7HL,16인치,2560x1600,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,윈도우11프로,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZD90S-GX79K,32GB,LG전자 2024 그램16 16ZD90S-GX79K,16인치,2560x1600,코어 울트라7,400nit,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,77Wh,1.199kg,정보없음,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16Z90S-GA5VK,16GB,LG전자 2024 그램16 16Z90S-GA5VK,16인치,2560x1600,코어 울트라5,350nit,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,77Wh,1.199kg,윈도우11홈,"['사무/인강용', '휴대용']"
LG전자,2024 그램16,16ZG90S-GP79KN,16GB,LG전자 2024 그램16 16ZG90S-GP79KN,16인치,2560x1600,코어 울트라7,350nit,정보없음,인텔,4.8GHz,내장그래픽,Intel Graphics,1,512GB,77Wh,1.22kg,윈도우11프로,"['사무/인강용', '휴대용']"
